ID,AUTOR,LIVRO,ESTANTE,VOLUME,EXEMPLAR,CIDADE,EDITORA,ANO,ORIGEM,CÓDIGO,DATA,*ADAPTADO POR
100.103,MACHADO.A.,A CAUSA SECRETA,1,,14,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.104,MACHADO.A.,A CAUSA SECRETA,1,,15,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.105,MACHADO.A.,A CAUSA SECRETA,1,,16,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.106,MACHADO.A.,A CAUSA SECRETA,1,,17,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.107,MACHADO.A.,A CAUSA SECRETA,1,,18,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.108,MACHADO.A.,A CAUSA SECRETA,1,,19,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/2025,
100.109,MACHADO.A.,A CAUSA SECRETA,1,,20,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.110,MACHADO.A.,A CAUSA SECRETA,1,,21,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.111,MACHADO.A.,A CAUSA SECRETA,1,,22,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.112,MACHADO.A.,A CAUSA SECRETA,1,,23,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.113,MACHADO.A.,A CAUSA SECRETA,1,,24,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.114,MACHADO.A.,A CAUSA SECRETA,1,,25,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.115,MACHADO.A.,A CAUSA SECRETA,1,,26,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31//07/25,
100.116,MACHADO.A.,A CAUSA SECRETA,1,,27,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.117,MACHADO.A.,A CAUSA SECRETA,1,,28,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.118,MACHADO.A.,A CAUSA SECRETA,1,,29,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.119,MACHADO.A.,A CAUSA SECRETA,1,,30,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.120,MACHADO.A.,A CAUSA SECRETA,1,,31,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.121,MACHADO.A.,A CAUSA SECRETA,1,,32,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.122,MACHADO.A.,A CAUSA SECRETA,1,,33,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.123,MACHADO.A.,A CAUSA SECRETA,1,,34,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.124,MACHADO.A.,A CAUSA SECRETA,1,,35,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.125,MACHADO.A.,A CAUSA SECRETA,1,,36,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.126,MACHADO.A.,A CAUSA SECRETA,1,,37,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.127,MACHADO.A.,A CAUSA SECRETA,1,,38,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.128,MACHADO.A.,A CAUSA SECRETA,1,,39,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.129,MACHADO.A.,A CAUSA SECRETA,1,,40,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.130,MACHADO.A.,A CAUSA SECRETA,1,,41,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.131,MACHADO.A.,A CAUSA SECRETA,1,,42,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.132,MACHADO.A.,A CAUSA SECRETA,1,,43,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.133,MACHADO.A.,A CAUSA SECRETA,1,,44,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.134,MACHADO.A.,A CAUSA SECRETA,1,,45,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.135,MACHADO.A.,A CAUSA SECRETA,1,,46,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.136,MACHADO.A.,A CAUSA SECRETA,1,,47,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.137,MACHADO.A.,A CAUSA SECRETA,1,,49,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.138,MACHADO.A.,A CAUSA SECRETA,1,,50,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.139,MACHADO.A.,A CAUSA SECRETA,1,,51,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.140,MACHADO.A.,A CAUSA SECRETA,1,,52,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.141,MACHADO.A.,A CAUSA SECRETA,1,,53,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.142,MACHADO.A.,A CAUSA SECRETA,1,,54,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.143,MACHADO.A.,A CAUSA SECRETA,1,,55,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.144,MACHADO.A.,A CAUSA SECRETA,1,,56,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.145,MACHADO.A.,A CAUSA SECRETA,1,,57,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.146,MACHADO.A.,A CAUSA SECRETA,1,,58,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.147,MACHADO.A.,A CAUSA SECRETA,1,,59,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.148,MACHADO.A.,A CAUSA SECRETA,1,,60,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.149,MACHADO.A.,A CAUSA SECRETA,1,,61,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.150,MACHADO.A.,A CAUSA SECRETA,1,,62,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.151,MACHADO.A.,A CAUSA SECRETA,1,,63,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.152,MACHADO.A.,A CAUSA SECRETA,1,,64,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.153,MACHADO.A.,A CAUSA SECRETA,1,,65,SÃO PAULO,CASA DAS LETRAS,2021,DOAÇÃO,100CS,31/07/25,
100.154,,,,,,,,,,,,
100.155,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,1,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.156,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,2,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.157,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,3,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.158,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,4,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.159,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,5,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.160,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,6,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.161,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,7,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.162,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,8,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.163,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,9,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.164,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,10,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.165,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,11,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.166,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,12,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.167,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,13,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.168,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,14,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.169,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,15,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.170,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,16,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.171,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,17,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.172,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,18,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.173,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,19,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.174,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,20,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.175,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,21,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.176,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,22,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.177,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,23,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.178,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,24,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.179,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,25,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.180,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,26,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,31/07/25,
100.181,TAHAN.M.,O HOMEM QUE CALCULAVA,1,,1,RIO DE JANEIRO,RECORD,2009,DOAÇÃO,100HC,,
100.182,,,,,,,,,,,,
100.183,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,1,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.184,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,2,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.185,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,3,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.186,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,4,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.187,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,5,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.188,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,6,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.189,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,7,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.190,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,8,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,31/07/25,
100.191,POE.EDGAR,O GATO PRETO E OUTROS CONTOS DE TERROR,1,,1,SÃO PAULO,RAPOSA VERMELHA,2014,DOAÇÃO,100GP,08/09/25,
100.192,,,,,,,,,,,,
100.193,,,,,,,,,,,,
100.194,,,,,,,,,,,,
101.1,"SHELLEY,Mary",FRANKENSTEIN,1,,1,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.2,"SHELLEY,Mary",FRANKENSTEIN,1,,2,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.3,"SHELLEY,Mary",FRANKENSTEIN,1,,3,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.4,"SHELLEY,Mary",FRANKENSTEIN,1,,4,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.5,"SHELLEY,Mary",FRANKENSTEIN,1,,5,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.6,"SHELLEY,Mary",FRANKENSTEIN,1,,6,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.7,"SHELLEY,Mary",FRANKENSTEIN,1,,7,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.8,"SHELLEY,Mary",FRANKENSTEIN,1,,8,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.9,"SHELLEY,Mary",FRANKENSTEIN,1,,9,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.10,"SHELLEY,Mary",FRANKENSTEIN,1,,10,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.11,"SHELLEY,Mary",FRANKENSTEIN,1,,11,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.12,"SHELLEY,Mary",FRANKENSTEIN,1,,12,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.13,"SHELLEY,Mary",FRANKENSTEIN,1,,13,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.14,"SHELLEY,Mary",FRANKENSTEIN,1,,14,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.15,"SHELLEY,Mary",FRANKENSTEIN,1,,15,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.16,"SHELLEY,Mary",FRANKENSTEIN,1,,16,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.17,"SHELLEY,Mary",FRANKENSTEIN,1,,17,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.18,"SHELLEY,Mary",FRANKENSTEIN,1,,18,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.19,"SHELLEY,Mary",FRANKENSTEIN,1,,19,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.20,"SHELLEY,Mary",FRANKENSTEIN,1,,20,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.21,"SHELLEY,Mary",FRANKENSTEIN,1,,21,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.22,"SHELLEY,Mary",FRANKENSTEIN,1,,22,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.23,"SHELLEY,Mary",FRANKENSTEIN,1,,23,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.24,"SHELLEY,Mary",FRANKENSTEIN,1,,24,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.25,"SHELLEY,Mary",FRANKENSTEIN,1,,25,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.26,"SHELLEY,Mary",FRANKENSTEIN,1,,26,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.27,"SHELLEY,Mary",FRANKENSTEIN,1,,27,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.28,"SHELLEY,Mary",FRANKENSTEIN,1,,28,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.29,"SHELLEY,Mary",FRANKENSTEIN,1,,29,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.30,"SHELLEY,Mary",FRANKENSTEIN,1,,30,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.31,"SHELLEY,Mary",FRANKENSTEIN,1,,31,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.32,"SHELLEY,Mary",FRANKENSTEIN,1,,32,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.33,"SHELLEY,Mary",FRANKENSTEIN,1,,33,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.34,"SHELLEY,Mary",FRANKENSTEIN,1,,34,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.35,"SHELLEY,Mary",FRANKENSTEIN,1,,35,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.36,"SHELLEY,Mary",FRANKENSTEIN,1,,36,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.37,"SHELLEY,Mary",FRANKENSTEIN,1,,37,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.38,"SHELLEY,Mary",FRANKENSTEIN,1,,38,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.39,"SHELLEY,Mary",FRANKENSTEIN,1,,39,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.40,"SHELLEY,Mary",FRANKENSTEIN,1,,40,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.41,"SHELLEY,Mary",FRANKENSTEIN,1,,41,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.42,"SHELLEY,Mary",FRANKENSTEIN,1,,42,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.43,"SHELLEY,Mary",FRANKENSTEIN,1,,43,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.44,"SHELLEY,Mary",FRANKENSTEIN,1,,44,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.45,"SHELLEY,Mary",FRANKENSTEIN,1,,45,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.46,"SHELLEY,Mary",FRANKENSTEIN,1,,46,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.47,"SHELLEY,Mary",FRANKENSTEIN,1,,47,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.48,"SHELLEY,Mary",FRANKENSTEIN,1,,48,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.49,"SHELLEY,Mary",FRANKENSTEIN,1,,49,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.50,"SHELLEY,Mary",FRANKENSTEIN,1,,50,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.51,"SHELLEY,Mary",FRANKENSTEIN,1,,51,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.52,"SHELLEY,Mary",FRANKENSTEIN,1,,52,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.53,"SHELLEY,Mary",FRANKENSTEIN,1,,53,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.54,"SHELLEY,Mary",FRANKENSTEIN,1,,54,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.55,"SHELLEY,Mary",FRANKENSTEIN,1,,55,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.56,"SHELLEY,Mary",FRANKENSTEIN,1,,56,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.57,"SHELLEY,Mary",FRANKENSTEIN,1,,57,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.58,"SHELLEY,Mary",FRANKENSTEIN,1,,58,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.59,"SHELLEY,Mary",FRANKENSTEIN,1,,59,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.60,"SHELLEY,Mary",FRANKENSTEIN,1,,60,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.61,"SHELLEY,Mary",FRANKENSTEIN,1,,61,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.62,"SHELLEY,Mary",FRANKENSTEIN,1,,62,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.63,"SHELLEY,Mary",FRANKENSTEIN,1,,63,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.64,"SHELLEY,Mary",FRANKENSTEIN,1,,64,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.65,"SHELLEY,Mary",FRANKENSTEIN,1,,65,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.66,"SHELLEY,Mary",FRANKENSTEIN,1,,66,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.67,"SHELLEY,Mary",FRANKENSTEIN,1,,67,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.68,"SHELLEY,Mary",FRANKENSTEIN,1,,68,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.69,"SHELLEY,Mary",FRANKENSTEIN,1,,69,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.70,"SHELLEY,Mary",FRANKENSTEIN,1,,70,,MACMILLAN,2018,DOAÇÃO,101FR,25/06/25,
101.71,"SHELLEY,Mary",FRANKENSTEIN,1,,1,,PRINCIPIS,2019,DOAÇÃO,101FR,16/09/25,
101.72,,,,,,,,,,,,
101.73,,,,,,,,,,,,
101.74,"COWELL, CRESSIDA",COMO TREINAR SEU DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2014,DOAÇÃO,101CTS,15/09/25,
101.75,"COWELL, CRESSIDA",COMO SER UM PIRATA,1,,1,RIO DE JANEIRO,INTRÍNSECA,2010,DOAÇÃO,101CS,15/09/25,
101.76,"COWELL, CRESSIDA",COMO FALAR DRAGONÊS,1,,1,RIO DE JANEIRO,INTRÍNSECA,2010,DOAÇÃO,101CF,15/09/25,
101.77,"COWELL, CRESSIDA",COMO QUEBRAR A MALDIÇÃO DE UM DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2010,DOAÇÃO,101CQ,15/09/25,
101.78,"COWELL, CRESSIDA",COMO MUDAR UMA HISTÓRIA DE UM DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2011,DOAÇÃO,101CM,15/09/25,
101.79,"COWELL, CRESSIDA",GUIA DO HERÓI PARA VENCER DRAGÕES MORTAIS,1,,1,RIO DE JANEIRO,INTRÍNSECA,2011,DOAÇÃO,101GH,15/09/25,
101.80,"COWELL, CRESSIDA",COMO NAVEGAR EM UMA TEMPESTADE DE DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2011,DOAÇÃO,101CN,15/09/25,
101.81,"COWELL, CRESSIDA",COMO PARTIR O CORAÇÃO DE UM DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2012,DOAÇÃO,101CPO,15/09/25,
101.82,"COWELL, CRESSIDA",COMO ROUBAR A ESPADA DE UM DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2013,DOAÇÃO,101CR,15/09/25,
101.83,"COWELL, CRESSIDA",COMO PEGAR A JOIA DO DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2013,DOAÇÃO,101CPA,15/09/25,
101.84,"COWELL, CRESSIDA",COMO TRAIR O HERÓI DE UM DRAGÃO,1,,1,RIO DE JANEIRO,INTRÍNSECA,2014,DOAÇÃO,101CTO,15/09/25,
101.85,"COWELL, CRESSIDA",COMO TREINAR O SEU VIKING,1,,1,RIO DE JANEIRO,INTRÍNSECA,2011,DOAÇÃO,101CTV,15/09/25,
101.86,"YOUNG, WILLIAN",A CABANA,1,,1,RIO DE JANEIRO,SEXTANTE,2008,DOAÇÃO,101AC,15/09/25,
101.87,"YOUNG, WILLIAN",A CABANA,1,,2,RIO DE JANEIRO,SEXTANTE,2008,DOAÇÃO,101AC,15/09/25,
101.88,"YOUNG, WILLIAN",A CABANA,1,,3,RIO DE JANEIRO,SEXTANTE,2008,DOAÇÃO,101AC,15/09/25,
101.89,"YOUNG, WILLIAN",A CABANA,1,,4,RIO DE JANEIRO,SEXTANTE,2008,DOAÇÃO,101AC,15/09/25,
101.90,,,,,,,,,,,,
101.91,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,1,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.92,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,2,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.93,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,3,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.94,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,4,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.95,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,5,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.96,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,6,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.97,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,7,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.98,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,8,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.99,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,9,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.100,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,10,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.101,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,11,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.102,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,12,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.103,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,13,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
101.104,"GRUMBERG,Jean-Claude",A MERCADORIA MAIS PRECIOSA. UMA FÁBULA,1,,14,,BAIÃO,2021,DOAÇÃO,101MMP,28/06/25,
